,CNT,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST28Q10,ST28Q11,ST25Q01,ST25Q02,ST25Q03,ST25Q04,ST25Q05,ST26Q01,ST26Q02,ST26Q03,ST26Q04,ST26Q05,ST26Q06,ST26Q07,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST28Q09
68246,Student,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Agree,Disagree,thy work harder to be among best students choosen for trips,to learn from them,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,they give courage and reduce fear of student on exams,helps students to have quest of achieving more in academics
68247,Student,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly  Agree,UnDecided,Agree,Strongly  Agree,Agree,UnDecided,Disagree,students may waste time thinking about the trip,give advices on academics and responsibilities,Agree,Agree,Disagree,Strongly  Agree,Strongly  Agree,advice students to have courage to tuclkle exams,they encourages students to work hard without any disturbance
68248,Student,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,None,help students work hard and act as their role models,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,acts as role models thus students aspire to be like them,it makes some students relax and not workhard
68249,Student,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,learners are well prepared in areas that need observations,helps to understand and have courage on what to do,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,should give promisses to students,helps students purchase minor requirements like pens
68250,Student,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Disagree,gives students positive attitude towards education thus improving academics perfomance,None,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,advice students on how to manage their time properly,students are not sent home fo fees hence humble time for studies which improves perfomance
68251,Student,Strongly disagree,Agree,NA,Strongly disagree,Strongly disagree,Strongly disagree,NA,Disagree,Disagree,Agree,NA,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,22,Agree,gives students positive attitude towards education thus improved academic achievement,improves academic performance of students,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,helps students realize their potential in academics,reduces absence in school thus improved academic achievement
68252,Student,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Strongly  Agree,Agree,Disagree,students may misbehave during trips,they encourage and guide on how to answer questions,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,None,it helps children from poor backrounds achieve their goals since their fees is catered for
68253,Student,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly  Agree,Strongly  Agree,UnDecided,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,by helping one to know many places to succed in life,students are encouraged and thus aspire to be like them,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,they help students to change their minds about some subjects,None
68254,Student,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,UnDecided,Agree,Agree,Strongly  Agree,Agree,None,None,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,None,None
68255,Student,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,UnDecided,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,by helping one to know many places to succed in life,students are encouraged and thus aspire to be like them,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,they help students to change their minds about some subjects,None
68256,Student,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly  Agree,Agree,Agree,Agree,Agree,Strongly  Agree,they improve understanding of various concepts and processes since they involve hands on activities,it is important in changing the attitude of students towards some subjects,Disagree,Agree,Disagree,Agree,Agree,students are able to see them as role model hence yearn to work hard to become like them,the promote competition among students
68257,Student,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,None,None,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,they motivate both the student and the teacher who listen at a personal level,they are able to cater for pety academic expences eg buying of literature books
68258,Student,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,they assist students get exposed to areas that can motivate them eg visiting higher instutions,its cost effective,Agree,Agree,Agree,Agree,Agree,they uplifts the morale of students on performance and helps them view life positively,they don't because money is spent on issues that are not of academic nature e.g buying bread
68259,Student,Disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,students want to go out and they work very hard to improve,to give them confidence in life and for aademic reasons,Strongly  Agree,Agree,Agree,Agree,Agree,student are able to realize a lot of what they do is common in institutions and assist in guiding,brings competition for the reward
68260,Student,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,students are exposed to live situations and the knowledge gained can be applied in class,because they motivate students to work hard hence contributing to good perfomance,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,they give hope and faith to students through their experiences thus encouraging those are discourged,it makes the students feel appretiated for their good work hence they are motivated to continue work
68261,Student,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,Agree,Disagree,exposure is has a good (lasting) eefect in learning,getting information from others despite teachers in a fresh approach and students listen carefully,Disagree,Agree,Agree,Agree,Agree,students get encouraged when they hear of success stories,None
68262,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly  Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly  Agree,Strongly Disagree,they enable students to work hard,students develop positive attitude towards their studies,Strongly  Agree,Disagree,Strongly  Agree,Agree,Agree,they should be visiting schools,it increase competition among the student
68263,Student,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,UnDecided,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,UnDecided,students work harder,give hope and encourgement to students to perform best,Strongly  Agree,Agree,UnDecided,Strongly  Agree,Strongly  Agree,improves students behviour and discipline hence better academic achievement,motivated students perform always
68264,Student,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,None,shows students all is possible despite hard situations,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,None,None
68265,Student,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly Disagree,None,None,Agree,22,Agree,Strongly  Agree,Strongly  Agree,changes some students attitude towards academic and raise the spirit to work hard,students are inspired to work hard to receive rewards
68266,Student,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly Disagree,helps students to relax their minds and also learn new ideas that helps them in academics,they teach some new techniques which helps students improve their perfomance,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,helps students change their attitude towards som subjects hence improving their perfomance,motivate students to work hard so they can be rewarded
68267,Student,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,None,None,Agree,Agree,Agree,Agree,Strongly Disagree,None,None
68268,Student,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly  Agree,Strongly  Agree,Strongly Disagree,Agree,Strongly  Agree,Agree,UnDecided,they get extra skills from what they see,to guide students on various tips on passing their exams,22,Agree,Strongly  Agree,Agree,Agree,direct students on good tips to apply when answering quiz in exams,they increase their confidnce in academic work
68269,Student,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly  Agree,UnDecided,Agree,Strongly  Agree,Agree,Disagree,promote good perfomance due to increase in competition,to change the attitue of students towards science subjects,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,they motivate students academically,students can buy items to school that affect their concentration
68270,Student,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Strongly  Agree,Agree,Disagree,science and maths congress open students minds and learn new techniques in perfoming institutions,a way of providing incentives to students/ recognition for job well done,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,best method to improve the falling performanceespecially in most schools in the county,students put effort to retain their awards
68271,Student,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly  Agree,Disagree,Strongly  Agree,Agree,Disagree,increases interest of some subjects like agriculture,None,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,"give guidance on answering questions,time management, change subject perception and role model too",prompt reward will increase motivation
68272,Student,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Disagree,they help reduce school strikes,give life skills to students,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,acts as role models to the students thus put more effort to be like them,they improve students self esteem
68273,Student,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly  Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,promote teamwok,students learn better from other people experiences,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,None,make other students to work harder but promotes individualism
68274,Student,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Disagree,Strongly  Agree,Strongly  Agree,Agree,Agree,it enhance creativity such as writing compositions and field study,it enhance them ith techinques of answering the questions related to some test in case study,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,they direct on topics commonly tested in each paper,it improve mental creaativity making all student to co-operate
68275,Student,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,None,help students in developing learning skills,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,provide ample  time for students to have their own talk,those who are not rewarded try to improve academically
68276,Student,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,Agree,benefits everyone especially those students who study field work,to help students improve in academic perfomance and note areas likely to examined,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,give guidelines on what is likely to be in the exams,brings about competition in class work and exam
68277,Student,Disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Agree,Disagree,thy work harder to be among best students choosen for trips,to learn from them,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,they give courage and reduce fear of student on exams,helps students to have quest of achieving more in academics
68278,Student,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly  Agree,UnDecided,Agree,Strongly  Agree,Agree,UnDecided,Disagree,students may waste time thinking about the trip,give advices on academics and responsibilities,Agree,Agree,Disagree,Strongly  Agree,Strongly  Agree,advice students to have courage to tuclkle exams,they encourages students to work hard without any disturbance
68279,Student,Disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,None,help students work hard and act as their role models,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,acts as role models thus students aspire to be like them,it makes some students relax and not workhard
68280,Student,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,learners are well prepared in areas that need observations,helps to understand and have courage on what to do,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,should give promisses to students,helps students purchase minor requirements like pens
68281,Student,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Disagree,gives students positive attitude towards education thus improving academics perfomance,None,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,advice students on how to manage their time properly,students are not sent home fo fees hence humble time for studies which improves perfomance
68282,Student,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,22,Agree,gives students positive attitude towards education thus improved academic achievement,improves academic performance of students,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,helps students realize their potential in academics,reduces absence in school thus improved academic achievement
68283,Student,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Strongly  Agree,Agree,Disagree,students may misbehave during trips,they encourage and guide on how to answer questions,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,None,it helps children from poor backrounds achieve their goals since their fees is catered for
68284,Student,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly  Agree,Strongly  Agree,UnDecided,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,by helping one to know many places to succed in life,students are encouraged and thus aspire to be like them,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,they help students to change their minds about some subjects,None
68285,Student,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,UnDecided,Agree,Agree,Strongly  Agree,Agree,None,None,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,None,None
68286,Student,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly  Agree,Strongly  Agree,UnDecided,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,by helping one to know many places to succed in life,students are encouraged and thus aspire to be like them,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,they help students to change their minds about some subjects,None
68287,Student,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly  Agree,Agree,Agree,Agree,Agree,Strongly  Agree,they improve understanding of various concepts and processes since they involve hands on activities,it is important in changing the attitude of students towards some subjects,Disagree,Agree,Disagree,Agree,Agree,students are able to see them as role model hence yearn to work hard to become like them,the promote competition among students
68288,Student,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly Disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,None,None,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,they motivate both the student and the teacher who listen at a personal level,they are able to cater for pety academic expences eg buying of literature books
68289,Student,Strongly disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,they assist students get exposed to areas that can motivate them eg visiting higher instutions,its cost effective,Agree,Agree,Agree,Agree,Agree,they uplifts the morale of students on performance and helps them view life positively,they don't because money is spent on issues that are not of academic nature e.g buying bread
68290,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,students want to go out and they work very hard to improve,to give them confidence in life and for aademic reasons,Strongly  Agree,Agree,Agree,Agree,Agree,student are able to realize a lot of what they do is common in institutions and assist in guiding,brings competition for the reward
68291,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,students are exposed to live situations and the knowledge gained can be applied in class,because they motivate students to work hard hence contributing to good perfomance,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,they give hope and faith to students through their experiences thus encouraging those are discourged,it makes the students feel appretiated for their good work hence they are motivated to continue work
68292,Student,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,Agree,Disagree,exposure is has a good (lasting) eefect in learning,getting information from others despite teachers in a fresh approach and students listen carefully,Disagree,Agree,Agree,Agree,Agree,students get encouraged when they hear of success stories,None
68293,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly  Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly  Agree,Strongly Disagree,they enable students to work hard,students develop positive attitude towards their studies,Strongly  Agree,Disagree,Strongly  Agree,Agree,Agree,they should be visiting schools,it increase competition among the student
68294,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,UnDecided,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,UnDecided,students work harder,give hope and encourgement to students to perform best,Strongly  Agree,Agree,UnDecided,Strongly  Agree,Strongly  Agree,improves students behviour and discipline hence better academic achievement,motivated students perform always
68295,Student,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,None,shows students all is possible despite hard situations,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,None,None
68296,Student,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly Disagree,None,None,Agree,22,Agree,Strongly  Agree,Strongly  Agree,changes some students attitude towards academic and raise the spirit to work hard,students are inspired to work hard to receive rewards
68297,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly Disagree,helps students to relax their minds and also learn new ideas that helps them in academics,they teach some new techniques which helps students improve their perfomance,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,helps students change their attitude towards som subjects hence improving their perfomance,motivate students to work hard so they can be rewarded
68298,Student,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,None,None,Agree,Agree,Agree,Agree,Strongly Disagree,None,None
68299,Student,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly Disagree,Agree,Strongly  Agree,Agree,UnDecided,they get extra skills from what they see,to guide students on various tips on passing their exams,22,Agree,Strongly  Agree,Agree,Agree,direct students on good tips to apply when answering quiz in exams,they increase their confidnce in academic work
68300,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly  Agree,UnDecided,Agree,Strongly  Agree,Agree,Disagree,promote good perfomance due to increase in competition,to change the attitue of students towards science subjects,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,they motivate students academically,students can buy items to school that affect their concentration
68301,Student,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly  Agree,Strongly  Agree,Agree,Agree,Strongly  Agree,Agree,Disagree,science and maths congress open students minds and learn new techniques in perfoming institutions,a way of providing incentives to students/ recognition for job well done,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,best method to improve the falling performanceespecially in most schools in the county,students put effort to retain their awards
68302,Student,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Disagree,Strongly  Agree,Agree,Disagree,increases interest of some subjects like agriculture,None,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,"give guidance on answering questions,time management, change subject perception and role model too",prompt reward will increase motivation
68303,Student,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Disagree,they help reduce school strikes,give life skills to students,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,acts as role models to the students thus put more effort to be like them,they improve students self esteem
68304,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly  Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,promote teamwok,students learn better from other people experiences,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,None,make other students to work harder but promotes individualism
68305,Student,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Disagree,Strongly  Agree,Strongly  Agree,Agree,Agree,it enhance creativity such as writing compositions and field study,it enhance them ith techinques of answering the questions related to some test in case study,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,they direct on topics commonly tested in each paper,it improve mental creaativity making all student to co-operate
68306,Student,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly  Agree,Strongly  Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,None,help students in developing learning skills,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,provide ample  time for students to have their own talk,those who are not rewarded try to improve academically
68307,Student,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Agree,Agree,benefits everyone especially those students who study field work,to help students improve in academic perfomance and note areas likely to examined,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,give guidelines on what is likely to be in the exams,brings about competition in class work and exam
68308,Student,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Agree,Agree,Disagree,thy work harder to be among best students choosen for trips,to learn from them,Agree,Agree,Agree,Strongly  Agree,Strongly  Agree,they give courage and reduce fear of student on exams,helps students to have quest of achieving more in academics
68309,Student,Disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly  Agree,UnDecided,Agree,Strongly  Agree,Agree,UnDecided,Disagree,students may waste time thinking about the trip,give advices on academics and responsibilities,Agree,Agree,Disagree,Strongly  Agree,Strongly  Agree,advice students to have courage to tuclkle exams,they encourages students to work hard without any disturbance
68310,Student,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,None,help students work hard and act as their role models,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,acts as role models thus students aspire to be like them,it makes some students relax and not workhard
68311,Student,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Strongly  Agree,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,Agree,learners are well prepared in areas that need observations,helps to understand and have courage on what to do,Strongly  Agree,Strongly  Agree,Agree,Strongly  Agree,Strongly  Agree,should give promisses to students,helps students purchase minor requirements like pens
